Disease	Disease_id	Gene	Gene_id	Score_gda	Association_Type	 Type	Original_DB	Sentence	PMID	PMID_Year
Dementia	C0497327	ITM2B	9445	0.2	Biomarker		BEFREE	"Transmembrane proteins <span class=""gene"" id=""16027166-1-23-27"">BRI2</span> and amyloid precursor protein (APP) co-localize with amyloid beta (Abeta) lesions in sporadic Alzheimer disease and mutations in both precursor proteins are linked to early-onset familial cases of cerebral amyloidosis associated with <span class=""disease"" id=""16027166-1-262-270"">dementia</span> and/or cerebral hemorrhage."	16027166.0	2005.0
Dementia	C0497327	ABCA1	19	0.02	GeneticVariation		BEFREE	"Novel mutation in the <span class=""gene"" id=""18841006-0-22-27"">ABCA1</span> gene identified in a chinese patient with <span class=""disease"" id=""18841006-0-70-78"">dementia</span> and atherothrombotic cerebral infarction."	18841006.0	2008.0
Dementia	C0497327	STH	246744	0.03	GeneticVariation		BEFREE	"We also observed a trend in non-Hispanic white PDD cases with the <span class=""gene"" id=""12865131-4-66-69"">STH</span> 'QQ' (Tau H1/H1) genotype increased (76%) compared to PD cases without <span class=""disease"" id=""12865131-4-141-149"">dementia</span> (61.7%) and controls (56.6%); however, this difference was not statistically significant (PDD vs. controls OR 2.1; 95% CI: 0.8-5.8, P=0.2)."	12865131.0	2003.0
Dementia	C0497327	GRN	2896	0.5	Biomarker		BEFREE	"We show that <span class=""gene"" id=""28404863-4-13-17"">PGRN</span> haploinsufficiency leads to NCL-like features in humans, some occurring before <span class=""disease"" id=""28404863-4-97-105"">dementia</span> onset."	28404863.0	2017.0
Dementia	C0497327	ANGPT1	284	0.01	Biomarker		BEFREE	"<span class=""gene"" id=""30476904-0-0-14"">Angiopoietin-1</span> and ανβ3 integrin peptide promote the therapeutic effects of L-serine in an amyotrophic lateral sclerosis/Parkinsonism <span class=""disease"" id=""30476904-0-134-142"">dementia</span> complex model."	30476904.0	2018.0
Dementia	C0497327	SNCA	6622	0.2	Biomarker		BEFREE	"Disorders characterized by <span class=""gene"" id=""23254192-1-27-38"">α-synuclein</span> (α-syn) accumulation, Lewy body formation and parkinsonism (and in some cases <span class=""disease"" id=""23254192-1-117-125"">dementia</span>) are collectively known as Lewy body diseases."	23254192.0	2013.0
Dementia	C0497327	SNCA	6622	0.2	Biomarker		BEFREE	"Our data suggest the lack of involvement of the <span class=""gene"" id=""17918232-8-48-52"">SNCA</span> promoter in the pathogenesis of <span class=""disease"" id=""17918232-8-85-93"">dementia</span> in PD."	17918232.0	2008.0
Dementia	C0497327	CDR1	1038	0.1	GeneticVariation		BEFREE	"The baseline sample of 183 mutation carriers (MCs) and 117 noncarriers (NCs) was divided according to Clinical Dementia Rating (CDR) scale into preclinical (CDR 0; MCs: n = 107; NCs: n = 109), early symptomatic (CDR 0.5; MCs: n = 48; NCs: n = 8), and <span class=""disease"" id=""25922840-2-251-259"">dementia</span> stage (<span class=""gene"" id=""25922840-2-267-274"">CDR ≥ 1</span>; MCs: n = 28; NCs: n = 0)."	25922840.0	2015.0
Dementia	C0497327	APOE	348	0.2	GeneticVariation		BEFREE	"The presence of the <span class=""gene"" id=""30587010-8-20-24"">APOE</span> ε4 allele affected the risk of developing <span class=""disease"" id=""30587010-8-67-75"">dementia</span> in both genders."	30587010.0	2020.0
Dementia	C0497327	TWNK	56652	0.1	Biomarker		HPO			
Dementia	C0497327	SNCA	6622	0.2	GeneticVariation		BEFREE	"The fact that Lewy bodies stain strongly with antibodies to asynuclein and that mutations in the <span class=""gene"" id=""12489918-4-97-112"">alpha-synuclein</span> gene lead to syndromes in which parkinsonism and <span class=""disease"" id=""12489918-4-162-170"">dementia</span> occur gives us important clues regarding the biologic processes leading to disease."	12489918.0	2002.0
Dementia	C0497327	STXBP3	6814	0.01	Biomarker		BEFREE	"We have identified a sporadic parkinsonian syndrome characterised by bradykinesia, a variable response to levodopa, and a mean duration of disease of 9 years, which resembles bodig (Parkinson's-<span class=""disease"" id=""14502653-4-194-202"">dementia</span> of Guam), and histologically has close similarities with both <span class=""gene"" id=""14502653-4-265-268"">PSP</span> and postencephalitic parkinsonism."	14502653.0	2003.0
Dementia	C0497327	UBQLN2	29978	0.06	GeneticVariation		BEFREE	"Mutations to <span class=""gene"" id=""30982635-2-13-19"">UBQLN2</span> have recently been shown to cause dominant X-linked inheritance of amyotrophic lateral sclerosis (ALS) and ALS/<span class=""disease"" id=""30982635-2-131-139"">dementia</span>."	30982635.0	2019.0
Dementia	C0497327	APOE	348	0.2	GeneticVariation		BEFREE	"We aimed to examine the associations of physical activity (PA) domains (i.e., PA in leisure-time (LTPA), for housework (HPA), or for gardening (GPA)) with cognitive function in older adults with subjective memory complaints (no-<span class=""disease"" id=""28802628-1-228-236"">dementia</span>) and to investigate if those associations were dependent on the status of <span class=""gene"" id=""28802628-1-311-327"">apolipoprotein E</span> allele 4 (<span class=""gene"" id=""28802628-1-338-343"">APOE4</span>), omega-3 levels and mild cognitive impairment (MCI)."	28802628.0	2018.0
Dementia	C0497327	APOE	348	0.2	GeneticVariation		BEFREE	"Better cognitive function and in some cases the absence of <span class=""gene"" id=""30320573-6-59-66"">ApoE ɛ4</span> alleles are also significantly associated with transitions from types of <span class=""disease"" id=""30320573-6-140-148"">dementia</span> to less severe clinical states."	30320573.0	2018.0
Dementia	C0497327	GCG	2641	0.02	Biomarker		BEFREE	"Preliminary data suggest that intranasal insulin, metformin, and <span class=""gene"" id=""31300920-6-65-70"">GLP-1</span> agonists show promise for <span class=""disease"" id=""31300920-6-97-105"">dementia</span>, but confirmatory evidence for their benefit in <span class=""disease"" id=""31300920-6-154-162"">dementia</span> is still lacking."	31300920.0	2019.0
Dementia	C0497327	APOE	348	0.2	GeneticVariation		BEFREE	"These findings underlined the importance of the <span class=""gene"" id=""25391384-8-48-53"">APOE4</span> allele for designing and interpreting future treatment trials in patients with AD <span class=""disease"" id=""25391384-8-136-144"">dementia</span>."	25391384.0	2015.0
Dementia	C0497327	GRN	2896	0.5	GeneticVariation		BEFREE	"Variability of the clinical phenotype in an Italian family with <span class=""disease"" id=""21677378-0-64-72"">dementia</span> associated with an intronic deletion in the <span class=""gene"" id=""21677378-0-117-120"">GRN</span> gene."	21677378.0	2011.0
Dementia	C0497327	APOE	348	0.2	GeneticVariation		BEFREE	"Effect of <span class=""gene"" id=""23712001-0-10-14"">APOE</span> genotype status on targeted clinical trials outcomes and efficiency in <span class=""disease"" id=""23712001-0-86-94"">dementia</span> and mild cognitive impairment resulting from Alzheimer's disease."	23712001.0	2014.0
Dementia	C0497327	FUS	2521	0.38	GeneticVariation		BEFREE	"Blood sampling for the genetic assessment of mutations associated to primary <span class=""disease"" id=""25433797-6-77-86"">dementias</span> was performed as well: the genes investigated were <span class=""gene"" id=""25433797-6-138-141"">FUS</span>, C9Orf72, PSEN-1, PSEN-2."	25433797.0	2014.0
Dementia	C0497327	PRNP	5621	0.5	GeneticVariation		BEFREE	"We developed gene panel based technologies to assess 16 genes known to harbour mutations causal of <span class=""disease"" id=""23998997-3-99-107"">dementia</span> and combined these with PCR based assessments of the C9orf72 hexanucleotide repeat expansion and the octapeptide repeat region of <span class=""gene"" id=""23998997-3-238-242"">PRNP</span>."	23998997.0	2014.0
Dementia	C0497327	SNCA	6622	0.2	Biomarker		BEFREE	"Current platelet protein biomarkers that have been investigated for their clinical utility in the diagnosis of <span class=""disease"" id=""29843245-4-111-119"">dementia</span>, in particular Alzheimer's disease, include amyloid-β protein precursor (AβPP), the AβPP secretases (BACE1 and ADAM10), <span class=""gene"" id=""29843245-4-240-251"">α-synuclein</span>, tau protein, serotonin, cholesterol, phospholipases, clusterin, IgG, surface receptors, MAO-B, and coated platelets."	29843245.0	2018.0
Dementia	C0497327	APOE	348	0.2	Biomarker		BEFREE	"The aim of this study was to investigate variations in two lipid metabolizing genes, low-density lipoprotein receptor-related protein-associated protein gene (LRPAP) and <span class=""gene"" id=""18721259-2-170-186"">apolipoprotein E</span> (<span class=""gene"" id=""18721259-2-188-192"">APOE</span>), in vascular and degenerative <span class=""disease"" id=""18721259-2-224-233"">dementias</span>."	18721259.0	2008.0
Dementia	C0497327	MCIDAS	345643	0.1	Biomarker		BEFREE	"Determination of YKL-40 CSF concentration may be also helpful in differentiation between types of <span class=""disease"" id=""28183245-6-98-106"">dementia</span> and in the distinction of patients in the stable phase of <span class=""gene"" id=""28183245-6-165-168"">MCI</span> from those who progressed to <span class=""disease"" id=""28183245-6-198-206"">dementia</span>."	28183245.0	2017.0
Dementia	C0497327	PRNP	5621	0.5	Biomarker		BEFREE	"There was a significant correlation between clinical symptoms and the neuroanatomical distribution of <span class=""gene"" id=""22211828-7-102-115"">prion protein</span>-immunoreactive aggregates, i.e. subtentorial predominance in ataxia vs cortical predominance in <span class=""disease"" id=""22211828-7-212-220"">dementia</span>."	22211828.0	2012.0
Dementia	C0497327	APOE	348	0.2	Biomarker		BEFREE	"There was <span class=""negexp"">no significant association</span> between <span class=""gene"" id=""29156222-5-45-49"">APOE</span> ε4 carrier status or history of parental <span class=""disease"" id=""29156222-5-91-99"">dementia</span> and white matter hyperintensity volume (P = .713, .912 respectively) or microbleeds (P = .082, .562 respectively) on multiple regression."	29156222.0	2018.0
Dementia	C0497327	TBCA	6902	0.01	GeneticVariation		BEFREE	"APOE and ACE polymorphisms and <span class=""disease"" id=""19939808-0-31-39"">dementia</span> risk in the older population over prolonged follow-up: 10 years of incidence in the MRC <span class=""gene"" id=""19939808-0-128-131"">CFA</span> Study."	19939808.0	2010.0
Dementia	C0497327	APOE	348	0.2	GeneticVariation		BEFREE	"Type 2 diabetes, <span class=""gene"" id=""17544131-8-17-21"">APOE</span> gene, and the risk for <span class=""disease"" id=""17544131-8-45-53"">dementia</span> and related pathologies: The Honolulu-Asia Aging Study.Diabetes 51, 1256-1262]."	17544131.0	2007.0
Dementia	C0497327	MAOA	4128	0.02	GeneticVariation		BEFREE	"Therefore, we examined allelic variation in MAOA-uVNTR, a functional polymorphism of <span class=""gene"" id=""18639608-5-85-89"">MAOA</span>, as a moderator of chronic stress effects on urinary cortisol excretion in 74 males enrolled in a case/control study of caregivers for relatives with <span class=""disease"" id=""18639608-5-240-248"">dementia</span>."	18639608.0	2008.0
Dementia	C0497327	SLC6A3	6531	0.36	Biomarker		CTD_human	Decreased brain dopamine transporters are related to cognitive deficits in HIV patients with or without cocaine abuse.	18579413.0	2008.0
Dementia	C0497327	PLA2G7	7941	0.03	GeneticVariation		BEFREE	"High plasma lipoprotein phospholipase A2 activity (<span class=""gene"" id=""20634581-1-51-58"">Lp-PLA2</span>) is reported to be a risk factor for <span class=""disease"" id=""20634581-1-96-104"">dementia</span>."	20634581.0	2010.0
Dementia	C0497327	PDYN	5173	0.02	GeneticVariation		BEFREE	"Thus, we tested the effect of four SNPs (<span class=""variant"" dbSNP=""rs7272891"" genes_norm=""5173"">rs7272891</span>, <span class=""variant"" dbSNP=""rs1997794"" genes_norm=""5173"">rs1997794</span>, <span class=""variant"" dbSNP=""rs2235751"" genes_norm=""5173"">rs2235751</span> and <span class=""variant"" dbSNP=""rs910080"" genes_norm=""5173"">rs910080</span>) and the VNTR promoter polymorphism in the <span class=""gene"" id=""19468819-3-129-141"">prodynorphin</span> gene (PDYN) on episodic memory and verbal fluency in a large (n = 1619) sample of elderly people (mean age: 80 +/- 3.39 years; range 75-90 years) recruited through the German study on ageing, cognition and <span class=""disease"" id=""19468819-3-348-356"">dementia</span> in primary care patients (AgeCoDe)."	19468819.0	2009.0
Dementia	C0497327	SULT1A1	6817	0.01	Biomarker		BEFREE	"Polymorphism for genotypes of glutathione S-transferase (GST) and <span class=""gene"" id=""15775718-3-66-86"">sulfotransferase 1A1</span>, hypothetically of importance in <span class=""disease"" id=""15775718-3-120-138"">dementia disorders</span>, was also included in the analysis."	15775718.0	2005.0
Dementia	C0497327	LAMC2	3918	0.1	Biomarker		BEFREE	"Plasma NFL was increased in patients with MCI (mean, 42.8 ng/L) and patients with AD <span class=""disease"" id=""28346578-10-85-93"">dementia</span> (mean, 51.0 ng/L) compared with controls (mean, 34.7 ng/L) (P &lt; .001) and had high diagnostic accuracy for patients with AD with <span class=""disease"" id=""28346578-10-223-231"">dementia</span> vs controls (area under the receiver operating characteristic curve, 0.87, which is comparable to established <span class=""gene"" id=""28346578-10-342-345"">CSF</span> biomarkers)."	28346578.0	2017.0
Dementia	C0497327	ATP13A2	23400	0.17	GeneticVariation		BEFREE	"Mutations in <span class=""gene"" id=""21665991-1-13-20"">ATP13A2</span> (<span class=""gene"" id=""21665991-1-22-27"">PARK9</span>) have been linked to juvenile parkinsonism with <span class=""disease"" id=""21665991-1-76-84"">dementia</span> or Kufor-Rakeb syndrome (KRS)."	21665991.0	2011.0
Dementia	C0497327	CCL2	6347	0.06	Biomarker		BEFREE	"Increased brain levels of <span class=""gene"" id=""16206198-2-26-60"">monocyte chemoattractant protein-1</span> (<span class=""gene"" id=""16206198-2-62-67"">MCP-1</span>), also known as <span class=""gene"" id=""16206198-2-84-88"">CCL2</span>, are found in patients with human immunodeficiency virus type 1 (HIV-1)-associated <span class=""disease"" id=""16206198-2-172-180"">dementia</span> and other acute and chronic neurologic diseases."	16206198.0	2006.0
Dementia	C0497327	VCP	7415	0.2	GeneticVariation		BEFREE	"<span class=""gene"" id=""19380227-0-0-26"">Valosin-containing protein</span> disease: inclusion body myopathy with Paget's disease of the bone and fronto-temporal <span class=""disease"" id=""19380227-0-113-121"">dementia</span>."	19380227.0	2009.0
Dementia	C0497327	TYROBP	7305	0.36	Biomarker		GENOMICS_ENGLAND	"Nasu-Hakola disease (polycystic lipomembranous osteodysplasia with sclerosing leukoencephalopathy--<span class=""gene"" id=""15049507-0-99-104"">PLOSL</span>): a <span class=""disease"" id=""15049507-0-109-117"">dementia</span> associated with bone cystic lesions. From clinical to genetic and molecular aspects."	15049507.0	2004.0
